id,title,source_type,year,intensity,tags,meme_status,license_type,license_url,attribution_required,attribution_text,notes,approved,filename,analysis_descriptor,analysis_vibe,analysis_tags,analysis_primary_note,analysis_tones,analysis_source_file,analysis_intensity
ytb-JYEaAehLoQs-c024,The Most Hysterical Screaming and Fainting Goats! (clip 024),viral_video,2019,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=JYEaAehLoQs,true,Clip courtesy of Floofz Inc.,Segment from The Most Hysterical Screaming and Fainting Goats! curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D5|C#5|D4|D6|E5,Originals/The Most Hysterical Screaming and Fainting Goats! [JYEaAehLoQs].mp3,8
ytb-vWudCZ_EZEk-c009,Ranking The Funniest Goat Sounds (clip 009),viral_video,2025,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=vWudCZ_EZEk,true,Clip courtesy of JustSomePets,Segment from Ranking The Funniest Goat Sounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,E4,G#4|G#5|G#3|B4|E3,Originals/Ranking The Funniest Goat Sounds [vWudCZ_EZEk].mp3,6
ytb-Vw2jisSc47M-c002,Baby Goat Screaming (clip 002),viral_video,2023,4,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=Vw2jisSc47M,true,Clip courtesy of Animal Waffle,Segment from Baby Goat Screaming curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,C#5,A#5|B5|C6|C#6|D#5,Originals/Baby Goat Screaming [Vw2jisSc47M].mp3,4
ytb-xtmuMLk3aKc-c001,Screaming goat (clip 001),viral_video,2023,4,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=xtmuMLk3aKc,true,Clip courtesy of Lamson kids,Segment from Screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,D4,B3|A3|G#4|G#3|G#5,Originals/Screaming goat [xtmuMLk3aKc].mp3,4
ytb-lDjVnBbxjqo-c006,Goat-Scream Cops ‘Can’t Help But Laugh’ (clip 006),viral_video,2023,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=lDjVnBbxjqo,true,Clip courtesy of Inside Edition,Segment from Goat-Scream Cops ‘Can’t Help But Laugh’ curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B3|B4|C5|D4|E5,Originals/Goat-Scream Cops ‘Can’t Help But Laugh’ [lDjVnBbxjqo].mp3,5
ytb-lDjVnBbxjqo-c001,Goat-Scream Cops ‘Can’t Help But Laugh’ (clip 001),viral_video,2023,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=lDjVnBbxjqo,true,Clip courtesy of Inside Edition,Segment from Goat-Scream Cops ‘Can’t Help But Laugh’ curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B3|B4|C5|D4|E5,Originals/Goat-Scream Cops ‘Can’t Help But Laugh’ [lDjVnBbxjqo].mp3,5
ytb-1r4ArWJugvY-c001,Goat - Sound Effect | ProSounds (clip 001),viral_video,2021,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=1r4ArWJugvY,true,Clip courtesy of ProSounds,Segment from Goat - Sound Effect | ProSounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,D4,C4|D4 (primary)|D#4|F5|C#4,Originals/Goat - Sound Effect ｜ ProSounds [1r4ArWJugvY].mp3,2
ytb-w3N6tm5ZzH0-c002,64  angry goats screaming together (clip 002),viral_video,2017,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=w3N6tm5ZzH0,true,Clip courtesy of Jonteaxe,Segment from 64  angry goats screaming together curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,A#5,B5|B4|A#5 (primary)|A#4|A5,Originals/64  angry goats screaming together [w3N6tm5ZzH0].mp3,8
ytb-wxZyXk6FsqI-c001,15 Screaming Goat Sound Variations in 30 Seconds (clip 001),viral_video,2021,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=wxZyXk6FsqI,true,Clip courtesy of TheFrenchSpartan,Segment from 15 Screaming Goat Sound Variations in 30 Seconds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B5|A#5 (primary)|D#4|G5|F#5,Originals/15 Screaming Goat Sound Variations in 30 Seconds [wxZyXk6FsqI].mp3,6
ytb-vWudCZ_EZEk-c004,Ranking The Funniest Goat Sounds (clip 004),viral_video,2025,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=vWudCZ_EZEk,true,Clip courtesy of JustSomePets,Segment from Ranking The Funniest Goat Sounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,E4,G#4|G#5|G#3|B4|E3,Originals/Ranking The Funniest Goat Sounds [vWudCZ_EZEk].mp3,6
ytb-lDjVnBbxjqo-c007,Goat-Scream Cops ‘Can’t Help But Laugh’ (clip 007),viral_video,2023,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=lDjVnBbxjqo,true,Clip courtesy of Inside Edition,Segment from Goat-Scream Cops ‘Can’t Help But Laugh’ curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B3|B4|C5|D4|E5,Originals/Goat-Scream Cops ‘Can’t Help But Laugh’ [lDjVnBbxjqo].mp3,5
ytb-wxZyXk6FsqI-c002,15 Screaming Goat Sound Variations in 30 Seconds (clip 002),viral_video,2021,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=wxZyXk6FsqI,true,Clip courtesy of TheFrenchSpartan,Segment from 15 Screaming Goat Sound Variations in 30 Seconds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B5|A#5 (primary)|D#4|G5|F#5,Originals/15 Screaming Goat Sound Variations in 30 Seconds [wxZyXk6FsqI].mp3,6
ytb--aLYvZ5sX28-c001,Taylor Swift - Trouble (Goat Remix) (clip 001),viral_video,2013,7,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=-aLYvZ5sX28,true,Clip courtesy of V∆GUE,Segment from Taylor Swift - Trouble (Goat Remix) curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C5|B4|A#4|G#4,Originals/Taylor Swift - Trouble (Goat Remix) [-aLYvZ5sX28].mp3,7
ytb-kh6c0SOfkH4-c002,Taylor Swift - I knew you were trouble Ft. Screaming goat (clip 002),viral_video,2013,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=kh6c0SOfkH4,true,Clip courtesy of B3NIGMA,Segment from Taylor Swift - I knew you were trouble Ft. Screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|B4|G#4|G#5|D6,Originals/Taylor Swift - I knew you were trouble Ft. Screaming goat [kh6c0SOfkH4].mp3,8
ytb-TkQ0naWYe-E-c006,Ranking The Funniest Goat Sounds Part 3 (clip 006),viral_video,2025,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=TkQ0naWYe-E,true,Clip courtesy of JustSomePets,Segment from Ranking The Funniest Goat Sounds Part 3 curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A3,F3|F#3|G3|G#3|A3 (primary),Originals/Ranking The Funniest Goat Sounds Part 3 [TkQ0naWYe-E].mp3,5
ytb-402GHupS4rY-c002,"BABY & GOAT TALKING , SCREAMING (clip 002)",viral_video,2016,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=402GHupS4rY,true,Clip courtesy of enjoylaughemotion channel,"Segment from BABY & GOAT TALKING , SCREAMING curated 2025-10-16",true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,E5,F4|E4|B4|C5|C#5,"Originals/BABY & GOAT TALKING , SCREAMING [402GHupS4rY].mp3",2
ytb-w3N6tm5ZzH0-c003,64  angry goats screaming together (clip 003),viral_video,2017,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=w3N6tm5ZzH0,true,Clip courtesy of Jonteaxe,Segment from 64  angry goats screaming together curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,A#5,B5|B4|A#5 (primary)|A#4|A5,Originals/64  angry goats screaming together [w3N6tm5ZzH0].mp3,8
ytb-w3N6tm5ZzH0-c001,64  angry goats screaming together (clip 001),viral_video,2017,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=w3N6tm5ZzH0,true,Clip courtesy of Jonteaxe,Segment from 64  angry goats screaming together curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,A#5,B5|B4|A#5 (primary)|A#4|A5,Originals/64  angry goats screaming together [w3N6tm5ZzH0].mp3,8
ytb-wxZyXk6FsqI-c005,15 Screaming Goat Sound Variations in 30 Seconds (clip 005),viral_video,2021,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=wxZyXk6FsqI,true,Clip courtesy of TheFrenchSpartan,Segment from 15 Screaming Goat Sound Variations in 30 Seconds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#5,B5|A#5 (primary)|D#4|G5|F#5,Originals/15 Screaming Goat Sound Variations in 30 Seconds [wxZyXk6FsqI].mp3,6
ytb--aLYvZ5sX28-c002,Taylor Swift - Trouble (Goat Remix) (clip 002),viral_video,2013,7,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=-aLYvZ5sX28,true,Clip courtesy of V∆GUE,Segment from Taylor Swift - Trouble (Goat Remix) curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C5|B4|A#4|G#4,Originals/Taylor Swift - Trouble (Goat Remix) [-aLYvZ5sX28].mp3,7
ytb-TkQ0naWYe-E-c007,Ranking The Funniest Goat Sounds Part 3 (clip 007),viral_video,2025,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=TkQ0naWYe-E,true,Clip courtesy of JustSomePets,Segment from Ranking The Funniest Goat Sounds Part 3 curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A3,F3|F#3|G3|G#3|A3 (primary),Originals/Ranking The Funniest Goat Sounds Part 3 [TkQ0naWYe-E].mp3,5
ytb-TkQ0naWYe-E-c001,Ranking The Funniest Goat Sounds Part 3 (clip 001),viral_video,2025,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=TkQ0naWYe-E,true,Clip courtesy of JustSomePets,Segment from Ranking The Funniest Goat Sounds Part 3 curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A3,F3|F#3|G3|G#3|A3 (primary),Originals/Ranking The Funniest Goat Sounds Part 3 [TkQ0naWYe-E].mp3,5
ytb-402GHupS4rY-c006,"BABY & GOAT TALKING , SCREAMING (clip 006)",viral_video,2016,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=402GHupS4rY,true,Clip courtesy of enjoylaughemotion channel,"Segment from BABY & GOAT TALKING , SCREAMING curated 2025-10-16",true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,E5,F4|E4|B4|C5|C#5,"Originals/BABY & GOAT TALKING , SCREAMING [402GHupS4rY].mp3",2
ytb-402GHupS4rY-c001,"BABY & GOAT TALKING , SCREAMING (clip 001)",viral_video,2016,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=402GHupS4rY,true,Clip courtesy of enjoylaughemotion channel,"Segment from BABY & GOAT TALKING , SCREAMING curated 2025-10-16",true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,E5,F4|E4|B4|C5|C#5,"Originals/BABY & GOAT TALKING , SCREAMING [402GHupS4rY].mp3",2
ytb-X78GyIfrSV4-c001,Goat Scream - Sound Effect (HD) (clip 001),viral_video,2019,4,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=X78GyIfrSV4,true,Clip courtesy of Gaming Sound FX,Segment from Goat Scream - Sound Effect (HD) curated 2025-10-16,true,,long multi-bleat steady scream,frantic / chattery,steady|straight-tone|multi-bleat,A#5,A#5 (primary)|B5|A5|G#5,Originals/Goat Scream - Sound Effect (HD) [X78GyIfrSV4].mp3,4
ytb-i-gP_e2thsQ-c001,All Minecraft Screaming Goat Sounds (clip 001),viral_video,2021,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=i-gP_e2thsQ,true,Clip courtesy of Shane,Segment from All Minecraft Screaming Goat Sounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A4,F4|E4|F#3|F#4|F3,Originals/All Minecraft Screaming Goat Sounds [i-gP_e2thsQ].mp3,3
ytb-kh6c0SOfkH4-c001,Taylor Swift - I knew you were trouble Ft. Screaming goat (clip 001),viral_video,2013,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=kh6c0SOfkH4,true,Clip courtesy of B3NIGMA,Segment from Taylor Swift - I knew you were trouble Ft. Screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|B4|G#4|G#5|D6,Originals/Taylor Swift - I knew you were trouble Ft. Screaming goat [kh6c0SOfkH4].mp3,8
ytb-i-gP_e2thsQ-c003,All Minecraft Screaming Goat Sounds (clip 003),viral_video,2021,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=i-gP_e2thsQ,true,Clip courtesy of Shane,Segment from All Minecraft Screaming Goat Sounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A4,F4|E4|F#3|F#4|F3,Originals/All Minecraft Screaming Goat Sounds [i-gP_e2thsQ].mp3,3
ytb-T52HW3nB_8Q-c002,'Screams' Lead to Talkative Goat Simon (clip 002),viral_video,2025,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=T52HW3nB_8Q,true,Clip courtesy of WTVR CBS 6,Segment from 'Screams' Lead to Talkative Goat Simon curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#3,C6|D#6|D#4|F4|E4,Originals/'Screams' Lead to Talkative Goat Simon [T52HW3nB_8Q].mp3,3
ytb-r9zh2_QCUMc-c001,Screaming goat leads to police response (clip 001),viral_video,2025,5,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=r9zh2_QCUMc,true,Clip courtesy of CBS19,Segment from Screaming goat leads to police response curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#3,A#3 (primary)|B3|D4|D#4|E4,Originals/Screaming goat leads to police response [r9zh2_QCUMc].mp3,5
ytb-uwnBN9hoDE0-c004,#TheMoment police were called over a screaming goat (clip 004),viral_video,2025,10,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=uwnBN9hoDE0,true,Clip courtesy of CBC News: The National,Segment from #TheMoment police were called over a screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C#6|D6|F5|F#5,Originals/#TheMoment police were called over a screaming goat [uwnBN9hoDE0].mp3,10
ytb--aLYvZ5sX28-c004,Taylor Swift - Trouble (Goat Remix) (clip 004),viral_video,2013,7,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=-aLYvZ5sX28,true,Clip courtesy of V∆GUE,Segment from Taylor Swift - Trouble (Goat Remix) curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C5|B4|A#4|G#4,Originals/Taylor Swift - Trouble (Goat Remix) [-aLYvZ5sX28].mp3,7
ytb-kh6c0SOfkH4-c003,Taylor Swift - I knew you were trouble Ft. Screaming goat (clip 003),viral_video,2013,8,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=kh6c0SOfkH4,true,Clip courtesy of B3NIGMA,Segment from Taylor Swift - I knew you were trouble Ft. Screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|B4|G#4|G#5|D6,Originals/Taylor Swift - I knew you were trouble Ft. Screaming goat [kh6c0SOfkH4].mp3,8
ytb-i-gP_e2thsQ-c005,All Minecraft Screaming Goat Sounds (clip 005),viral_video,2021,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=i-gP_e2thsQ,true,Clip courtesy of Shane,Segment from All Minecraft Screaming Goat Sounds curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A4,F4|E4|F#3|F#4|F3,Originals/All Minecraft Screaming Goat Sounds [i-gP_e2thsQ].mp3,3
ytb-T52HW3nB_8Q-c004,'Screams' Lead to Talkative Goat Simon (clip 004),viral_video,2025,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=T52HW3nB_8Q,true,Clip courtesy of WTVR CBS 6,Segment from 'Screams' Lead to Talkative Goat Simon curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#3,C6|D#6|D#4|F4|E4,Originals/'Screams' Lead to Talkative Goat Simon [T52HW3nB_8Q].mp3,3
ytb-T52HW3nB_8Q-c001,'Screams' Lead to Talkative Goat Simon (clip 001),viral_video,2025,3,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=T52HW3nB_8Q,true,Clip courtesy of WTVR CBS 6,Segment from 'Screams' Lead to Talkative Goat Simon curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#3,C6|D#6|D#4|F4|E4,Originals/'Screams' Lead to Talkative Goat Simon [T52HW3nB_8Q].mp3,3
ytb-NaIrB-6XxNI-c002,Screaming Goat 2 (clip 002),viral_video,2021,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=NaIrB-6XxNI,true,Clip courtesy of That Goat Girl,Segment from Screaming Goat 2 curated 2025-10-16,true,,long sustained steady wavy scream,dramatic / theatrical,steady|vibrato|single-bleat|wide-range,F4,F#4|F4 (primary)|G#4|F3|E4,Originals/Screaming Goat 2 [NaIrB-6XxNI].mp3,2
ytb-Vw2jisSc47M-c003,Baby Goat Screaming (clip 003),viral_video,2023,4,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=Vw2jisSc47M,true,Clip courtesy of Animal Waffle,Segment from Baby Goat Screaming curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,C#5,A#5|B5|C6|C#6|D#5,Originals/Baby Goat Screaming [Vw2jisSc47M].mp3,4
ytb-uwnBN9hoDE0-c002,#TheMoment police were called over a screaming goat (clip 002),viral_video,2025,10,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=uwnBN9hoDE0,true,Clip courtesy of CBC News: The National,Segment from #TheMoment police were called over a screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C#6|D6|F5|F#5,Originals/#TheMoment police were called over a screaming goat [uwnBN9hoDE0].mp3,10
ytb-A_DaizJnnJQ-c001,Let It Goat - Disney Frozen (Edition) (clip 001),viral_video,2014,6,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=A_DaizJnnJQ,true,Clip courtesy of Tracer Films,Segment from Let It Goat - Disney Frozen (Edition) curated 2025-10-16,true,,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|wide-range,A#4,C5|C#6|A2|D6|C#5,Originals/Let It Goat - Disney Frozen (Edition) [A_DaizJnnJQ].mp3,6
ytb-uwnBN9hoDE0-c005,#TheMoment police were called over a screaming goat (clip 005),viral_video,2025,10,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=uwnBN9hoDE0,true,Clip courtesy of CBC News: The National,Segment from #TheMoment police were called over a screaming goat curated 2025-10-16,true,,long multi-bleat steady wavy scream,alarm,steady|vibrato|multi-bleat|wide-range,D#6,D#6 (primary)|C#6|D6|F5|F#5,Originals/#TheMoment police were called over a screaming goat [uwnBN9hoDE0].mp3,10
ytb-NaIrB-6XxNI-c001,Screaming Goat 2 (clip 001),viral_video,2021,2,goat|scream|clip,emerging,fair_use,https://www.youtube.com/watch?v=NaIrB-6XxNI,true,Clip courtesy of That Goat Girl,Segment from Screaming Goat 2 curated 2025-10-16,true,,long sustained steady wavy scream,dramatic / theatrical,steady|vibrato|single-bleat|wide-range,F4,F#4|F4 (primary)|G#4|F3|E4,Originals/Screaming Goat 2 [NaIrB-6XxNI].mp3,2
gen-elevenlabs-a-comically-loud-11,ElevenLabs — A comically loud,ai_generated,2025,7,ai_generated|generator:elevenlabs|pitch:mid|length:short|prompt:a|prompt:comically|prompt:loud,emerging,generated_ai,https://elevenlabs.io/terms,false,AI-generated with ElevenLabs,AI-generated from filename 11labs_A_comically_loud_but-1760611100899.mp3,true,11labs_A_comically_loud_but-1760611100899.mp3,long multi-bleat steady scream,frantic / chattery,steady|straight-tone|multi-bleat|narrow-range,E4,F4|E4 (primary)|D#4,Generated/11labs_A_comically_loud_but-1760611100899.mp3,7
gen-elevenlabs-a-comically-loud-08,ElevenLabs — A comically loud,ai_generated,2025,6,ai_generated|generator:elevenlabs|pitch:mid|length:short|prompt:a|prompt:comically|prompt:loud,emerging,generated_ai,https://elevenlabs.io/terms,false,AI-generated with ElevenLabs,AI-generated from filename 11labs_A_comically_loud_but_#1-1760611109993.mp3,true,11labs_A_comically_loud_but_#1-1760611109993.mp3,long multi-bleat steady wavy scream,frantic / chattery,steady|vibrato|multi-bleat|narrow-range,A#4,A#4 (primary),Generated/11labs_A_comically_loud_but_#1-1760611109993.mp3,6
